,env_slopesolar,env_levelsolar,env_modtemp,env_airtemp,pow_totpower,기온,강수량,풍속,풍향,습도,일조,일사,적설,전운량,지중온도,match_solar
2018-10-25 12:00,759.7142857142857,975.9428571428572,34.69714285714286,17.407142857142862,10000.0,18.5,0.0,1.7,110.0,44.0,1.0,2.25,0.0,1.0,0.0,625.0
2018-10-25 13:00,644.4571428571429,848.8428571428572,33.2957142857143,18.742857142857147,8000.0,20.2,0.0,1.7,110.0,32.0,1.0,2.25,0.0,4.0,0.0,625.0
2018-10-25 14:00,469.1,667.5,29.35,20.20285714285715,6000.0,20.3,0.0,1.3,140.0,37.0,1.0,1.78,0.0,7.0,0.0,494.44444444444446
2018-10-25 15:00,354.0869565217391,558.9710144927536,25.68985507246376,20.37971014492754,4000.0,20.7,0.0,2.2,90.0,30.0,1.0,1.34,0.0,7.0,0.0,372.22222222222223
2018-10-25 16:00,135.12857142857143,191.38571428571427,20.31,19.23142857142857,1000.0,20.5,0.0,1.2,70.0,29.0,1.0,1.23,0.0,7.0,0.0,341.6666666666667
2018-10-25 17:00,10.942028985507246,10.18840579710145,15.113043478260868,17.327536231884036,0.0,17.2,0.0,0.8,70.0,43.0,0.6,0.42,0.0,8.0,0.0,116.66666666666667
2018-10-26 09:00,56.34285714285714,42.84285714285714,11.618571428571425,11.951428571428563,1000.0,13.6,0.0,1.0,110.0,80.0,0.0,0.16,0.0,10.0,0.0,44.44444444444444
2018-10-26 10:00,31.057142857142857,24.514285714285716,11.585714285714287,12.052857142857132,0.0,13.7,0.1,2.0,140.0,79.0,0.0,0.26,0.0,10.0,0.0,72.22222222222223
2018-10-26 11:00,41.30434782608695,36.91304347826087,11.44782608695652,12.023188405797098,0.0,13.5,0.0,2.3,140.0,78.0,0.0,0.18,0.0,10.0,0.0,50.0
2018-10-26 12:00,55.642857142857146,51.05714285714286,11.951428571428574,11.282857142857146,1000.0,13.3,0.3,2.5,160.0,86.0,0.0,0.21,0.0,10.0,0.0,58.333333333333336
2018-10-26 13:00,33.357142857142854,28.857142857142858,11.629999999999999,10.678571428571427,1000.0,13.3,0.2,3.1,160.0,90.0,0.0,0.31,0.0,10.0,0.0,86.11111111111111
2018-10-26 14:00,114.51428571428572,135.54285714285714,13.128571428571435,11.26285714285714,1000.0,12.9,2.0,2.6,180.0,98.0,0.0,0.24,0.0,10.0,0.0,66.66666666666667
2018-10-26 15:00,365.74285714285713,579.8857142857142,19.87714285714285,13.265714285714282,5000.0,14.3,4.0,0.7,270.0,100.0,0.1,0.38,0.0,8.0,0.0,105.55555555555556
2018-10-26 16:00,75.34782608695652,93.85507246376811,13.427536231884055,12.708695652173914,1000.0,14.7,0.0,2.0,290.0,90.0,0.6,0.81,0.0,6.0,0.0,225.0
2018-10-26 17:00,10.5,14.357142857142858,10.744285714285716,12.284285714285705,0.0,13.5,0.0,2.2,270.0,85.0,1.0,0.56,0.0,0.0,0.0,155.55555555555554
2018-10-26 18:00,0.0,0.0,10.700000000000001,11.860937499999995,0.0,11.2,0.0,0.5,230.0,96.0,0.3,0.06,0.0,3.0,0.0,16.666666666666668
2018-10-27 09:00,406.7826086956522,414.95652173913044,12.917391304347827,8.014492753623193,6000.0,10.6,0.0,4.3,340.0,57.0,1.0,0.81,0.0,3.0,0.0,225.0
2018-10-27 10:00,564.0857142857143,624.4142857142857,15.781428571428565,8.782857142857145,8000.0,11.6,0.0,4.7,320.0,49.0,1.0,1.39,0.0,3.0,0.0,386.1111111111111
2018-10-27 11:00,510.85714285714283,586.2,15.074285714285708,9.175714285714283,7000.0,12.4,0.0,4.2,290.0,44.0,1.0,2.01,0.0,3.0,0.0,558.3333333333333
2018-10-27 12:00,552.8,670.8714285714286,14.988571428571426,9.340000000000002,7000.0,12.7,0.0,5.1,290.0,44.0,1.0,2.12,0.0,7.0,0.0,588.8888888888889
2018-10-27 13:00,460.0869565217391,566.8985507246376,14.357971014492755,9.421739130434784,6000.0,11.8,0.0,4.3,290.0,45.0,0.9,1.76,0.0,7.0,0.0,488.8888888888889
2018-10-27 14:00,702.0714285714286,1011.5857142857143,17.42428571428571,10.591428571428569,9000.0,13.0,0.0,4.4,270.0,42.0,0.7,1.7,0.0,7.0,0.0,472.22222222222223
2018-10-27 15:00,222.95714285714286,307.24285714285713,11.765714285714285,9.534285714285714,3000.0,12.6,0.0,3.7,290.0,40.0,0.6,1.32,0.0,6.0,0.0,366.6666666666667
2018-10-27 16:00,81.75714285714285,114.64285714285714,8.960000000000003,8.875714285714299,1000.0,10.8,0.0,4.9,270.0,43.0,0.9,1.07,0.0,5.0,0.0,297.22222222222223
2018-10-27 17:00,11.970588235294118,13.014705882352942,7.4205882352941215,8.201470588235296,0.0,10.1,0.0,3.5,290.0,45.0,0.7,0.39,0.0,3.0,0.0,108.33333333333333
2018-10-28 09:00,140.0857142857143,115.47142857142858,9.30285714285714,6.388571428571431,2000.0,7.9,1.7,0.6,140.0,96.0,0.0,0.1,0.0,10.0,0.0,27.77777777777778
2018-10-28 10:00,211.43478260869566,186.53623188405797,13.215942028985502,8.086956521739133,3000.0,10.1,0.0,1.3,160.0,88.0,0.2,0.71,0.0,3.0,0.0,197.22222222222223
2018-10-28 11:00,469.14285714285717,510.9,21.685714285714287,10.364285714285712,7000.0,11.2,0.0,1.9,110.0,84.0,0.5,0.99,0.0,9.0,0.0,275.0
2018-10-28 12:00,218.12857142857143,211.04285714285714,17.16857142857143,10.888571428571428,2000.0,10.6,1.3,2.2,50.0,96.0,0.1,0.24,0.0,9.0,0.0,66.66666666666667
2018-10-28 13:00,488.27142857142854,594.2714285714286,23.072857142857128,12.358571428571429,7000.0,10.8,5.6,1.7,160.0,97.0,0.1,0.33,0.0,10.0,0.0,91.66666666666667
2018-10-28 14:00,157.0142857142857,147.82857142857142,14.684285714285732,11.262857142857143,2000.0,12.8,0.1,2.0,180.0,89.0,0.6,1.05,0.0,9.0,0.0,291.6666666666667
2018-10-28 15:00,127.02898550724638,133.36231884057972,12.591304347826085,10.501449275362317,2000.0,15.8,0.0,5.2,270.0,57.0,0.5,1.18,0.0,9.0,0.0,327.77777777777777
2018-10-28 16:00,14.285714285714286,11.457142857142857,8.927142857142854,8.725714285714291,0.0,14.7,0.0,4.7,290.0,60.0,0.7,1.01,0.0,4.0,0.0,280.55555555555554
2018-10-28 17:00,1.4411764705882353,1.1470588235294117,7.814705882352947,8.06029411764707,0.0,12.2,0.0,3.7,290.0,65.0,0.3,0.29,0.0,8.0,0.0,80.55555555555556
2018-10-29 09:00,392.45714285714286,403.0285714285714,15.76571428571429,7.980000000000004,6000.0,9.0,0.0,0.9,140.0,78.0,0.8,0.67,0.0,1.0,0.0,186.11111111111111
2018-10-29 10:00,515.2463768115942,588.536231884058,19.759420289855072,9.230434782608695,7000.0,11.5,0.0,0.7,180.0,60.0,1.0,1.42,0.0,3.0,0.0,394.44444444444446
2018-10-29 11:00,324.15714285714284,352.74285714285713,16.091428571428565,9.617142857142849,5000.0,11.1,0.0,1.0,160.0,62.0,0.8,1.41,0.0,7.0,0.0,391.6666666666667
2018-10-29 12:00,90.1,72.32857142857142,10.198571428571421,8.752857142857144,1000.0,11.5,0.0,1.9,290.0,55.0,0.6,1.41,0.0,9.0,0.0,391.6666666666667
2018-10-29 13:00,328.5857142857143,391.92857142857144,13.245714285714286,9.148571428571431,5000.0,11.1,0.0,4.4,250.0,55.0,0.0,0.72,0.0,9.0,0.0,200.0
2018-10-29 14:00,135.88571428571427,114.02857142857142,11.162857142857135,9.718571428571437,2000.0,10.5,0.0,3.0,250.0,66.0,0.0,0.51,0.0,8.0,0.0,141.66666666666666
2018-10-29 15:00,265.6811594202899,425.59420289855075,13.046376811594198,10.524637681159419,3000.0,11.8,0.0,3.9,290.0,51.0,0.5,1.07,0.0,9.0,0.0,297.22222222222223
2018-10-29 16:00,143.04285714285714,287.1142857142857,10.7757142857143,9.995714285714278,1000.0,11.5,0.0,3.7,290.0,54.0,0.6,0.71,0.0,1.0,0.0,197.22222222222223
2018-10-29 17:00,1.161764705882353,0.5147058823529411,7.9529411764705875,8.333823529411763,0.0,10.7,0.0,3.7,290.0,50.0,0.8,0.47,0.0,6.0,0.0,130.55555555555554
2018-10-30 09:00,398.54285714285714,408.8142857142857,10.59857142857143,4.3657142857142865,7000.0,5.9,0.0,1.4,110.0,59.0,1.0,0.85,0.0,0.0,0.0,236.11111111111111
2018-10-30 10:00,577.3285714285714,657.3428571428572,14.931428571428578,5.489999999999999,9000.0,8.1,0.0,1.7,270.0,45.0,1.0,1.44,0.0,0.0,0.0,400.0
2018-10-30 11:00,693.8571428571429,850.8142857142857,17.36,6.3285714285714265,10000.0,9.5,0.0,2.9,320.0,44.0,1.0,1.94,0.0,0.0,0.0,538.8888888888889
2018-10-30 12:00,741.4782608695652,975.8405797101449,18.830434782608698,7.175362318840582,10000.0,10.4,0.0,2.8,290.0,42.0,1.0,2.22,0.0,0.0,0.0,616.6666666666666
2018-10-30 13:00,714.0,1014.1714285714286,21.459999999999987,8.48714285714286,9000.0,11.0,0.0,4.0,250.0,42.0,1.0,2.25,0.0,0.0,0.0,625.0
2018-10-30 14:00,605.6142857142858,947.2285714285714,20.53285714285714,10.710000000000003,7000.0,11.5,0.0,2.6,250.0,42.0,1.0,2.12,0.0,0.0,0.0,588.8888888888889
2018-10-30 15:00,377.82608695652175,670.1159420289855,16.463768115942024,10.962318840579712,4000.0,11.5,0.0,3.1,270.0,41.0,1.0,1.73,0.0,0.0,0.0,480.55555555555554
2018-10-30 16:00,117.55714285714286,256.07142857142856,9.688571428571427,9.221428571428568,1000.0,9.8,0.0,3.5,250.0,46.0,1.0,1.16,0.0,0.0,0.0,322.22222222222223
2018-10-30 17:00,6.338235294117647,8.720588235294118,6.610294117647069,7.58382352941177,0.0,9.1,0.0,2.9,250.0,51.0,1.0,0.52,0.0,0.0,0.0,144.44444444444446
2018-10-31 09:00,396.5571428571429,411.98571428571427,12.301428571428573,5.914285714285711,6000.0,8.3,0.0,1.6,340.0,59.0,1.0,0.85,0.0,0.0,0.0,236.11111111111111
2018-10-31 10:00,574.6086956521739,660.3623188405797,16.21159420289855,6.781159420289859,9000.0,10.0,0.0,2.2,270.0,50.0,1.0,1.47,0.0,0.0,0.0,408.3333333333333
2018-10-31 11:00,687.4142857142857,849.7142857142857,19.92142857142856,7.840000000000008,10000.0,10.6,0.0,2.3,270.0,42.0,1.0,1.96,0.0,0.0,0.0,544.4444444444445
2018-10-31 12:00,736.1285714285714,975.2285714285714,20.758571428571425,8.598571428571432,10000.0,12.1,0.0,2.6,250.0,38.0,1.0,2.22,0.0,0.0,0.0,616.6666666666666
2018-10-31 13:00,703.4571428571429,1005.6142857142858,21.821428571428573,9.365714285714288,9000.0,12.4,0.0,3.2,270.0,38.0,1.0,2.25,0.0,0.0,0.0,625.0
2018-10-31 14:00,595.6376811594203,937.0579710144928,18.798550724637675,10.636231884057976,7000.0,12.9,0.0,3.4,270.0,38.0,1.0,2.08,0.0,0.0,0.0,577.7777777777778
2018-10-31 15:00,376.7857142857143,673.0428571428571,16.279999999999998,11.467142857142857,5000.0,12.1,0.0,3.5,250.0,43.0,1.0,1.68,0.0,0.0,0.0,466.6666666666667
2018-10-31 16:00,40.875,62.0,9.375,9.624999999999998,1000.0,10.6,0.0,4.0,270.0,48.0,1.0,1.14,0.0,0.0,0.0,316.6666666666667
2018-10-31 17:00,0.17142857142857143,0.22857142857142856,6.577142857142856,8.50857142857143,0.0,9.7,0.0,2.9,250.0,54.0,1.0,0.52,0.0,0.0,0.0,144.44444444444446
2018-11-01 09:00,378.27142857142854,396.9714285714286,15.075714285714286,7.067142857142864,6000.0,5.9,0.0,1.5,180.0,78.0,1.0,0.81,0.0,0.0,0.0,225.0
2018-11-01 10:00,552.0428571428571,641.0,22.265714285714285,9.194285714285718,8000.0,9.8,0.0,1.0,160.0,59.0,1.0,1.4,0.0,0.0,0.0,388.8888888888889
2018-11-01 11:00,667.1884057971015,830.6666666666666,25.70434782608695,10.901449275362317,10000.0,12.0,0.0,1.4,230.0,52.0,1.0,1.86,0.0,0.0,0.0,516.6666666666666
2018-11-01 12:00,720.1571428571428,959.2285714285714,22.188571428571425,10.975714285714286,10000.0,13.8,0.0,1.8,270.0,39.0,1.0,2.14,0.0,0.0,0.0,594.4444444444445
2018-11-01 13:00,694.1571428571428,997.7285714285714,22.54714285714286,11.615714285714288,9000.0,15.2,0.0,2.2,290.0,38.0,1.0,2.19,0.0,0.0,0.0,608.3333333333334
2018-11-01 14:00,588.6428571428571,932.1714285714286,22.051428571428556,13.492857142857146,8000.0,16.0,0.0,1.9,270.0,33.0,1.0,2.0,0.0,0.0,0.0,555.5555555555555
2018-11-01 15:00,376.69565217391306,679.1449275362319,18.018840579710137,13.74782608695652,4000.0,16.1,0.0,1.5,290.0,32.0,1.0,1.64,0.0,0.0,0.0,455.55555555555554
2018-11-01 16:00,102.25714285714285,236.05714285714285,12.762857142857143,12.914285714285718,1000.0,14.6,0.0,2.8,340.0,33.0,1.0,1.08,0.0,0.0,0.0,300.0
2018-11-01 17:00,5.720588235294118,8.0,9.28088235294117,11.526470588235288,0.0,12.8,0.0,2.7,270.0,44.0,1.0,0.48,0.0,0.0,0.0,133.33333333333334
2018-11-02 09:00,365.0285714285714,387.1714285714286,14.378571428571433,7.590000000000004,6000.0,10.4,0.0,0.5,140.0,59.0,1.0,0.76,0.0,0.0,0.0,211.11111111111111
2018-11-02 10:00,540.1449275362319,631.304347826087,23.736231884057982,10.447826086956521,7000.0,12.2,0.0,1.3,90.0,54.0,1.0,1.38,0.0,0.0,0.0,383.3333333333333
2018-11-02 11:00,656.7571428571429,825.0571428571428,28.679999999999996,12.820000000000002,9000.0,14.5,0.0,1.0,160.0,50.0,1.0,1.84,0.0,0.0,0.0,511.1111111111111
2018-11-02 12:00,706.3571428571429,950.3142857142857,30.975714285714282,14.49714285714285,9000.0,15.5,0.0,0.7,160.0,45.0,1.0,2.12,0.0,0.0,0.0,588.8888888888889
2018-11-02 13:00,688.4057971014493,999.9130434782609,32.378260869565224,15.657971014492748,9000.0,16.5,0.0,1.5,340.0,45.0,1.0,2.14,0.0,0.0,0.0,594.4444444444445
2018-11-02 14:00,574.5857142857143,917.3571428571429,29.667142857142867,18.025714285714294,6000.0,17.5,0.0,1.7,200.0,40.0,1.0,1.97,0.0,0.0,0.0,547.2222222222222
2018-11-02 15:00,375.9,687.8428571428572,24.96,18.30428571428571,4000.0,18.5,0.0,1.0,230.0,36.0,1.0,1.57,0.0,0.0,0.0,436.1111111111111
2018-11-02 16:00,96.87142857142857,226.05714285714285,15.774285714285712,16.045714285714293,0.0,17.2,0.0,1.2,230.0,39.0,1.0,1.02,0.0,0.0,0.0,283.3333333333333
2018-11-02 17:00,5.235294117647059,7.3088235294117645,11.538235294117655,14.372058823529402,0.0,15.8,0.0,1.3,270.0,47.0,1.0,0.43,0.0,0.0,0.0,119.44444444444444
2018-11-03 09:00,368.34285714285716,394.8142857142857,18.444285714285712,9.77,5000.0,10.3,0.0,0.9,110.0,72.0,1.0,0.76,0.0,0.0,0.0,211.11111111111111
2018-11-03 10:00,543.1,640.4142857142857,26.601428571428574,12.794285714285714,7000.0,12.3,0.0,1.0,180.0,62.0,1.0,1.33,0.0,0.0,0.0,369.44444444444446
2018-11-03 11:00,658.8115942028985,832.463768115942,29.757971014492743,14.195652173913038,9000.0,14.6,0.0,1.5,140.0,56.0,1.0,1.78,0.0,0.0,0.0,494.44444444444446
2018-11-03 12:00,709.0142857142857,958.7428571428571,29.192857142857125,15.168571428571427,10000.0,16.4,0.0,0.9,180.0,49.0,1.0,2.1,0.0,0.0,0.0,583.3333333333334
2018-11-03 13:00,693.9714285714285,1013.6857142857143,29.451428571428565,16.287142857142854,9000.0,17.8,0.0,0.9,270.0,32.0,1.0,2.18,0.0,0.0,0.0,605.5555555555555
2018-11-03 14:00,565.8285714285714,905.5142857142857,26.442857142857136,17.861428571428576,7000.0,18.7,0.0,1.5,200.0,32.0,1.0,1.99,0.0,0.0,0.0,552.7777777777778
2018-11-03 15:00,378.3623188405797,695.2463768115942,22.262318840579706,17.920289855072465,4000.0,19.0,0.0,1.8,270.0,35.0,1.0,1.53,0.0,0.0,0.0,425.0
2018-11-03 16:00,92.74285714285715,207.42857142857142,15.691428571428572,16.091428571428583,1000.0,16.9,0.0,3.0,270.0,40.0,1.0,0.97,0.0,0.0,0.0,269.44444444444446
2018-11-03 17:00,6.102941176470588,8.044117647058824,12.236764705882347,14.24264705882352,0.0,15.2,0.0,2.2,290.0,44.0,1.0,0.4,0.0,0.0,0.0,111.11111111111111
2018-11-04 09:00,366.6,396.5571428571429,18.557142857142857,10.055714285714286,6000.0,10.2,0.0,0.4,0.0,80.0,1.0,0.79,0.0,0.0,0.0,219.44444444444446
2018-11-04 10:00,546.695652173913,648.1159420289855,26.221739130434788,12.517391304347823,8000.0,12.3,0.0,0.8,200.0,68.0,1.0,1.33,0.0,0.0,0.0,369.44444444444446
2018-11-04 11:00,667.6,845.9714285714285,27.09857142857142,13.758571428571432,9000.0,15.5,0.0,1.6,250.0,53.0,1.0,1.8,0.0,0.0,0.0,500.0
2018-11-04 12:00,706.9142857142857,955.1714285714286,31.304285714285715,15.475714285714295,10000.0,18.5,0.0,1.7,290.0,36.0,1.0,2.13,0.0,0.0,0.0,591.6666666666666
2018-11-04 13:00,660.3,960.8714285714286,29.034285714285705,16.08714285714286,8000.0,18.9,0.0,2.3,290.0,23.0,1.0,2.22,0.0,0.0,0.0,616.6666666666666
2018-11-04 14:00,565.0869565217391,905.4202898550725,27.814492753623178,18.188405797101442,7000.0,19.7,0.0,2.7,320.0,18.0,1.0,2.07,0.0,0.0,0.0,574.9999999999999
2018-11-04 15:00,353.0857142857143,651.9571428571429,22.424285714285716,18.21571428571428,4000.0,19.2,0.0,2.7,340.0,17.0,1.0,1.68,0.0,0.0,0.0,466.6666666666667
2018-11-04 16:00,92.41428571428571,214.21428571428572,15.69142857142858,16.18142857142856,0.0,17.2,0.0,2.3,270.0,39.0,1.0,1.07,0.0,0.0,0.0,297.22222222222223
2018-11-04 17:00,3.4558823529411766,5.75,12.632352941176462,14.544117647058819,0.0,15.3,0.0,2.9,270.0,51.0,0.9,0.4,0.0,2.0,0.0,111.11111111111111
2018-11-05 09:00,312.0285714285714,337.92857142857144,16.19999999999999,9.977142857142855,5000.0,10.1,0.0,0.5,180.0,80.0,1.0,0.69,0.0,1.0,0.0,191.66666666666666
2018-11-05 10:00,479.65714285714284,569.0142857142857,24.598571428571415,12.405714285714279,7000.0,13.4,0.0,0.1,0.0,71.0,1.0,1.2,0.0,3.0,0.0,333.3333333333333
2018-11-05 11:00,516.3333333333334,643.5942028985507,27.079710144927535,14.304347826086962,7000.0,14.2,0.0,1.1,200.0,64.0,1.0,1.63,0.0,4.0,0.0,452.77777777777777
2018-11-05 12:00,481.62857142857143,605.0428571428571,23.602857142857143,14.297142857142857,6000.0,16.4,0.0,1.2,230.0,56.0,1.0,1.9,0.0,5.0,0.0,527.7777777777778
2018-11-05 13:00,533.1428571428571,738.5,25.305714285714277,15.321428571428568,7000.0,17.5,0.0,1.7,230.0,51.0,1.0,1.87,0.0,7.0,0.0,519.4444444444445
2018-11-05 14:00,393.25714285714287,581.6285714285714,23.152857142857126,16.315714285714286,5000.0,17.2,0.0,1.1,200.0,51.0,1.0,1.6,0.0,7.0,0.0,444.44444444444446
2018-11-05 15:00,253.66666666666666,391.7391304347826,19.91304347826087,16.481159420289856,3000.0,18.0,0.0,1.0,340.0,50.0,1.0,1.27,0.0,7.0,0.0,352.77777777777777
2018-11-05 16:00,85.48571428571428,113.78571428571429,15.204285714285723,15.21285714285714,1000.0,16.7,0.0,2.2,270.0,54.0,0.4,0.63,0.0,7.0,0.0,175.0
2018-11-05 17:00,5.397058823529412,5.632352941176471,12.56323529411764,14.23529411764704,0.0,14.9,0.0,2.2,270.0,62.0,0.3,0.3,0.0,7.0,0.0,83.33333333333333
2018-11-06 09:00,184.27142857142857,177.0857142857143,14.180000000000012,10.587142857142856,3000.0,9.7,0.0,1.0,180.0,100.0,0.0,0.21,0.0,10.0,0.0,58.333333333333336
2018-11-06 10:00,372.8857142857143,374.4,22.611428571428565,13.05857142857143,6000.0,10.7,0.0,0.4,0.0,100.0,0.0,0.57,0.0,8.0,0.0,158.33333333333334
2018-11-06 11:00,340.95652173913044,337.27536231884056,21.90289855072464,13.324637681159425,5000.0,12.2,0.0,1.1,180.0,86.0,0.1,0.88,0.0,9.0,0.0,244.44444444444446
2018-11-06 12:00,196.77142857142857,194.92857142857142,17.249999999999986,13.287142857142852,2000.0,13.8,0.0,0.6,160.0,77.0,0.0,0.96,0.0,8.0,0.0,266.6666666666667
2018-11-06 13:00,389.9142857142857,502.8285714285714,22.46142857142858,14.737142857142857,5000.0,17.0,0.0,0.8,250.0,64.0,0.8,1.74,0.0,7.0,0.0,483.3333333333333
2018-11-06 14:00,205.71014492753622,249.04347826086956,19.08115942028986,14.83913043478261,2000.0,17.6,0.0,1.2,270.0,63.0,1.0,1.54,0.0,3.0,0.0,427.77777777777777
2018-11-06 15:00,205.37142857142857,223.9857142857143,17.409999999999993,14.701428571428567,2000.0,17.1,0.0,2.2,200.0,65.0,0.5,1.01,0.0,8.0,0.0,280.55555555555554
2018-11-06 16:00,58.68571428571428,65.52857142857142,14.068571428571426,14.32571428571427,1000.0,16.0,0.0,2.0,270.0,67.0,0.2,0.66,0.0,6.0,0.0,183.33333333333334
2018-11-06 17:00,3.588235294117647,3.926470588235294,11.5,13.474999999999994,0.0,14.8,0.0,1.9,270.0,67.0,0.0,0.29,0.0,5.0,0.0,80.55555555555556
2018-11-07 09:00,76.66666666666667,63.3768115942029,12.494202898550734,11.147826086956519,1000.0,12.3,0.0,2.8,90.0,88.0,0.0,0.1,0.0,10.0,0.0,27.77777777777778
2018-11-07 10:00,114.05714285714286,94.82857142857142,14.782857142857132,11.802857142857135,1000.0,13.4,0.0,1.8,90.0,85.0,0.0,0.36,0.0,10.0,0.0,100.0
2018-11-07 11:00,163.37142857142857,137.88571428571427,15.717142857142857,12.535714285714272,3000.0,14.4,0.0,2.0,90.0,79.0,0.0,0.62,0.0,10.0,0.0,172.22222222222223
2018-11-07 12:00,221.4927536231884,197.43478260869566,17.343478260869563,13.030434782608701,3000.0,16.1,0.0,0.9,180.0,73.0,0.1,1.09,0.0,9.0,0.0,302.77777777777777
2018-11-07 13:00,322.12857142857143,345.1714285714286,19.415714285714273,13.570000000000007,4000.0,16.9,0.0,1.9,180.0,65.0,0.3,1.34,0.0,9.0,0.0,372.22222222222223
2018-11-07 14:00,218.71428571428572,218.4857142857143,18.725714285714293,14.188571428571432,2000.0,17.3,0.0,2.0,180.0,62.0,0.1,1.15,0.0,9.0,0.0,319.44444444444446
